customer_id,fname,sname,ssn,address_id
188221579,Taylor,Bennett,9498377,795523878
212837710,Tiffany,Jones,480889729,821981401
419075254,Nicholas,Jenkins,680685267,385232397
342258893,Grace,Brooks,746108504,873879094
203907164,Samuel,Allen,184762122,457608007
313052460,Sebastian,Brown,896479765,646843344
357960335,Anthony,Perry,364742974,871057643
89480461,Evelyn,Hall,415885302,781849852
290313653,Ashley,Brooks,618580921,631775980
240867556,Nicole,Hughes,137371110,779620511
41242223,Audrey,Parker,420051552,793857486
251076272,John,Evans,483683844,862573900
306913739,David,Ramirez,259356888,924788526
138219290,Megan,Jackson,394482798,979740549
136134851,Tiffany,Johnson,295365374,192575651
72913812,Natalie,Gray,533009923,674684413
188447028,Zachary,King,458082443,871957849
425735342,Sara,Mitchell,460153903,503355093
245057137,Laura,Perez,869139197,195713724
333549930,Aiden,Johnson,442367487,645624181
352344075,Dylan,Campbell,546750195,291478096
404965963,Danielle,Wright,133382460,261415600
323772369,Sara,James,30877271,947052244
935059,Stephen,Lewis,789756955,161686049
48955227,Andrew,Simmons,646573570,112752715
213427147,Jessica,Collins,63077991,384396847
74636810,Victoria,Adams,428775392,239007030
14428001,Ava,Allen,485782082,214624386
40266357,Aubrey,Jackson,758050126,900555895
297069687,Matthew,Campbell,469513874,136916657
178975819,Layla,Carter,197492242,492350619
79296148,Brianna,Ward,290951811,990198232
27022231,Evelyn,Bailey,61368471,364456328
103011052,Kevin,Hall,160904948,226494929
130253321,Emma,Green,253401962,962643631
100464115,Alexander,Torres,100397036,458088781
398375202,Amelia,Ross,295399283,196014893
65869640,Brittany,Morgan,589805985,133608885
410370028,Katherine,Cox,796567381,344397388
161477262,Tiffany,Washington,694250682,910381400
103543130,Elizabeth,Bryant,273178056,158537133
302630317,Amanda,Hill,161406607,595841556
343247697,Heather,James,383486192,515268731
96243255,Evelyn,Collins,68441716,538075585
312470521,Maria,Parker,704599132,122510656
222822113,Daniel,Stewart,474730194,247772317
403529617,Amber,Ward,164767606,483493108
326113697,Kevin,Martin,475066470,568661669
27294896,Isabella,Lewis,58718080,492205036
283210834,Jeremy,Young,241399006,157694731
82768630,Joseph,Alexander,888281205,633231523
374024105,Amelia,Evans,16739318,805205809
134928966,Justin,Cox,144881327,276918740
254834177,Megan,Phillips,160164815,325119718
390187976,John,Brooks,862862973,436740542
33263516,Emily,Rivera,957373696,385468238
279240935,Sean,Rogers,790372360,249134672
268569231,Andrew,Patterson,494439680,186135495
303222442,Jason,Allen,3438093,245618435
286476928,Tyler,Russell,731480926,155642214
348961810,Jonathan,Davis,901136913,730516796
12765466,Joshua,Morgan,534402795,603076445
44081100,Sara,Simmons,765866654,604236052
343398363,Aubrey,Harris,546007226,267025540
380685265,Patrick,Smith,355829678,385252149
227439491,Evelyn,Kelly,979245449,391585340
429351722,Jasmine,Cook,53004056,716193105
81706044,Nathan,Cooper,214523592,543323042
199938376,Ryan,Reed,623585363,233739547
256952050,Justin,Howard,52342596,504332070
85378899,Christina,Foster,107710999,187562954
352696189,Stephanie,Anderson,457322682,347903509
295216539,Sean,Rodriguez,78954235,370601273
327769219,Isaac,Rivera,921510552,488716554
230007244,Audrey,Ward,105036665,274114555
170216381,Jose,Hernandez,153926132,882947588
66326017,Jeremy,Morris,648592096,192272203
378633727,Samuel,Martin,138174140,703992715
407692033,Brianna,Richardson,445564714,282766257
338969862,Gabriel,Diaz,285017880,452083480
202705454,Anna,Murphy,661270997,888767797
167303805,Lillian,Mitchell,526735051,151464154
194861618,Ryan,Rivera,135464019,286446025
378374388,Anna,Howard,518627923,299152869
269603184,William,Long,679165364,672709669
179847186,Joshua,Cox,255957196,774446587
50174990,Joshua,Lewis,411591955,920972886
55287969,Steven,Wilson,948407565,569876150
324507200,Austin,Diaz,128341254,685618381
51910136,Timothy,Scott,949573250,120745194
353863595,Kimberly,Long,350476317,806031375
83020954,Melissa,Thompson,985573307,815484502
211118984,Emily,Scott,358257629,898123515
68456284,Brittany,Morgan,218584311,530257658
420130347,Sophia,Anderson,54926483,174554178
129279380,Alyssa,Wilson,983634455,187361785
77699107,Natalie,Martin,527651762,483105746
272965600,Olivia,Gray,179738234,549679257
272381611,Owen,Torres,994446567,275244265
31046598,Allison,Perry,453228829,941260188
254382502,Aaron,Foster,250318649,676077157
75157987,Kayla,Washington,66371286,479158921
203814573,William,Campbell,200772306,603841503
284652016,Kelsey,Jackson,639459508,888200622
80419768,Matthew,Rodriguez,250925450,360628820
375156633,Michelle,Murphy,172692577,837759116
352460109,Charlotte,Wilson,308346348,602968993
6945250,Joshua,Parker,405637450,799340158
305456580,Kimberly,Johnson,270202025,643529779
135942955,Melissa,Griffin,721316557,712777455
161995495,Danielle,Taylor,28412411,641384696
182159296,Zachary,Kelly,51940805,865292417
381370397,Alexis,Cooper,271778644,333014605
380026607,Charlotte,Ward,626011498,977857184
318511535,Melissa,Taylor,697918081,408353398
236286224,Haley,Griffin,265206170,178457749
90878017,Danielle,White,205036766,392414933
410284886,Christina,Powell,162430301,201321411
101584186,Steven,Lee,511869074,735978149
317003261,Alyssa,Gonzales,838180148,191480168
281952372,Aiden,Jenkins,926170945,901373896
341599104,Danielle,Diaz,21327757,371511320
22149517,Alyssa,James,89360833,654581520
338910117,Katherine,Turner,592036477,195409213
405767429,Katherine,Carter,213560449,174612053
404067827,Chelsea,Walker,471100931,456903147
142843415,Samuel,Taylor,549120692,923781454
249589888,Danielle,Walker,806847034,850696824
138330073,Gabriel,Bell,25251796,391887757
378351350,Mateo,Simmons,146312273,331571935
314412278,Ethan,Hill,145174740,319737343
383248178,Emma,Morris,139782602,176422540
228460059,Maria,Bennett,613493554,168177809
346543077,Gabriel,Torres,575979762,202007110
406348151,Mary,Green,887990112,906905364
327902986,Oliver,Bailey,257551468,803552790
227574384,Kimberly,Brown,374510008,509612405
351643070,Oliver,Watson,993188119,607717607
128684640,Richard,Bennett,806390416,808648550
282002322,Mary,Bailey,940422746,139306288
354216002,Katherine,Cox,238957634,914716709
73295348,Sean,Wood,364451385,562495085
251700538,Julian,Jones,610562618,725383159
183503887,Taylor,Griffin,703865015,652250618
118711321,Samantha,Richardson,292551997,696086908
355003173,Ryan,Bennett,11007017,661045437
66889469,Sara,Parker,151415850,129932164
17518401,Chelsea,Parker,224769280,453714437
84913642,Brian,Edwards,760153559,330915954
100851726,Amber,Harris,596322561,226733836
233350181,Taylor,Gonzales,125018294,247669298
292720523,Lauren,Scott,683711826,265276751
221298599,Richard,Jenkins,779668089,556250136
402985753,Sean,Hernandez,773599548,984072695
176859115,Michelle,Brooks,393395497,943213683
23464702,Amber,Harris,730655448,554719378
236291230,Isaac,Roberts,379437542,394969406
192751700,Tyler,Stewart,958812516,859908895
291761569,Sara,Taylor,762938846,650639761
90743582,John,Patterson,242300453,368528341
112478530,Nathan,Nelson,742589081,291374432
248393806,Nathan,Hughes,771520484,135043860
399586985,Mark,Rodriguez,869192186,348824380
120856656,Kevin,Watson,47230422,176721833
212811,Justin,Clark,991840071,713867002
158200226,Kelsey,Hall,397079239,521351606
308088227,Rachel,Bell,235283627,224737570
326253776,Natalie,Morris,973309330,561544211
8667769,Nicholas,Jenkins,647198545,448377314
234524123,Nicole,Lee,522110867,917745601
428143512,Timothy,Cox,201903085,784547127
425230108,Brittany,Long,624158993,959598257
118840694,Mateo,Turner,757437844,658089878
109211550,Amelia,Jackson,387099242,132700897
215056891,Sarah,Bryant,856252348,187243831
78072255,Sophia,Adams,827821160,952129408
204265875,Isaac,Alexander,804445104,422179050
316895376,Ryan,Williams,639456547,280618835
310020425,Christopher,Walker,332012299,100614503
77134600,Jose,Campbell,127932440,790619888
414675795,Chelsea,Jenkins,558635885,596126767
418332594,Grace,Roberts,686522391,703091928
115476193,Amanda,Clark,550269286,250133512
328483830,Claire,Diaz,754914602,899673308
400611651,Stephen,Cox,647122872,461456895
28031958,Joshua,Butler,670378586,306012206
427234199,Brianna,Gray,985067539,640736216
17257243,Sara,Wood,361106277,602430206
64891915,Mark,Ross,683959474,342582802
121390522,Samantha,Evans,613397367,155783101
388582154,Nathan,Bell,651693454,455852710
83065387,Layla,Cox,904999788,332429652
74865868,Maria,Rodriguez,181460111,837471525
56081018,Alexander,Robinson,39407997,105873735
310689625,Kevin,Diaz,858623691,140397577
180897307,Danielle,Ward,633396816,201770136
26320913,Christopher,Foster,740051720,325178163
311865311,Erin,Lopez,809048589,895423404
61048672,Thomas,Morris,644613055,837574866
238922273,Aiden,Carter,204979354,842328122
167391478,Abigail,Hall,796090771,980856110
50814820,Michelle,Washington,31814886,795006187
148955556,Sophia,Young,16542506,364549828
130363392,Stephen,Wilson,194232586,501433541
10038423,Tyler,Sanders,590842278,976568335
167219373,Mark,Bailey,875782997,825367539
405685961,Anthony,Gonzales,625269104,652030885
132260733,Nathan,Wilson,997922711,216081994
189208045,Ashley,Lee,221372233,872170532
8124297,Brianna,Torres,704730694,445987336
270090760,Alexandra,Morgan,513378263,454953446
387771285,Nathan,Edwards,665213238,473084999
405483018,Ashley,Perry,448137629,925081968
86752190,Allison,Perez,546119348,181068035
340546409,Mark,Ross,289809916,436490409
377017111,Zachary,Davis,554335662,554325725
28616850,Alexandra,Gray,886026135,363670949
20018711,Sara,Ross,417065941,854561560
275516684,William,Watson,876790224,399421920
116800820,Charles,Harris,838513781,300690367
407641442,Danielle,Lee,578928644,546607726
221514637,Charlotte,Barnes,996534696,507307994
402889397,Jack,Henderson,840329698,163612084
348481717,Alexis,Martinez,241432538,107966947
383080818,Christina,Murphy,615686733,947318408
246001577,Owen,Hughes,310836500,983040224
158974649,Kaitlyn,Ramirez,657989070,538632731
194049761,Sophia,Perez,208781504,549804390
37308155,Charles,Brown,71560952,894186623
343877252,Jasmine,Watson,506591688,661886261
34854680,Evelyn,Washington,504710104,804031743
323026280,Benjamin,Gray,330847071,320437765
251569204,Sebastian,Jenkins,87350652,855201494
241094166,Danielle,Powell,664128067,580040035
396561754,Melissa,Adams,459675086,566573288
144783495,Melissa,Walker,309410616,936496324
400747677,Victoria,Jones,289560604,780941109
94619149,Benjamin,Martinez,366553346,283319413
157665057,Erin,Turner,915468797,953347639
197363210,Nicole,Flores,286131011,417424808
255767319,David,King,957649475,740229677
248305647,Joshua,Wood,564034708,307018601
20262993,Natalie,White,650813728,892952830
251030510,Adam,Harris,353887200,146906982
163044429,Victoria,Clark,918589172,754904710
288941513,Laura,Ross,400764190,429776865
308922972,Sebastian,Perry,786826631,404227378
133813280,Allison,Wood,876977000,140616985
371152095,Stephen,Butler,579649143,367777755
23030924,Adam,Price,438234798,213606732
279129138,Sebastian,Alexander,160275080,961166058
318091429,Heather,Martinez,867764258,518277884
25033080,Jennifer,Mitchell,581320537,438344540
88875535,Mateo,Patterson,385612440,942152002
337950146,Samantha,Wright,917694811,439119826
241206721,Erin,Adams,496300816,165779758
94752623,Heather,Hill,414381897,809277326
374343767,Thomas,Hall,118551804,904697516
22975084,Tyler,Cox,426261909,539205793
210489874,Aubrey,Jones,59660916,733699544
11578716,Brittany,Diaz,31885253,904970210
352635795,Maria,Price,339987346,718783026
275314588,Rebecca,Price,378808685,503930834
176462926,Julian,Brown,869112881,126897538
332260496,Danielle,Wood,14448084,512813788
128401953,Nicole,Williams,168398382,223310694
180139236,Joseph,Taylor,80383755,652349959
386667050,Jose,Thomas,274877729,730761588
197636347,Stephen,Brooks,274223347,551083672
94183243,Ethan,Cook,195775364,933193020
221976940,Jack,Brooks,211315997,205217498
82760517,Kayla,Coleman,486169420,229908188
92151829,Olivia,Parker,212487856,970113813
45155762,Charles,Murphy,675068979,435164977
302787266,Danielle,Ramirez,635611057,815984108
271206242,Lillian,Evans,650253192,524943822
400347865,Evelyn,Smith,495330519,124343403
90737735,Michelle,Campbell,642251788,270482772
236035892,Olivia,Baker,106506607,524392280
429283890,Benjamin,Washington,212539612,542603884
123167586,Adam,Russell,473839236,939066575
252674450,David,Gray,88536026,343981269
88171813,Matthew,Clark,680543642,218806193
344525628,Jeremy,Harris,26844717,779046163
329500215,Nicholas,Jones,268766048,990535542
93192715,Rachel,Sanders,878285189,550247969
375789297,Daniel,Alexander,418047881,167624923
405940075,Aubrey,Collins,70113116,827247165
25736369,Mary,Ward,555248783,936759928
296906024,Natalie,Watson,897246825,139397793
358139467,Timothy,Richardson,394471630,573223609
97475868,Joseph,Davis,685631783,769969349
390764211,Charles,Green,946165358,137693977
181472554,John,Smith,655415558,534487560
6119212,Charlotte,Henderson,764186265,194580377
312960450,Thomas,Richardson,631762559,644735137
215468041,Anthony,Bryant,827052476,489864484
418663158,Ava,Hughes,383341589,191731996
60191593,Hannah,Phillips,504007990,381491562
81708891,Kyle,James,440228750,373920089
175788035,Chelsea,Johnson,208940166,326740081
272017513,Patrick,Martin,777745822,709548490
66066518,Eric,Green,100673964,605981831
384156449,Owen,Jackson,446895271,450507038
386915216,Kelsey,Hayes,718865003,652593155
23786392,Julian,Reed,265345037,733443548
234312215,Tiffany,Nelson,31361264,169415849
196249969,Joshua,Hernandez,837866687,363725727
239588735,Sean,Wilson,446008286,160730341
321421017,Jack,Cox,912644683,810056195
398262970,Jeremy,Howard,554720567,741456975
78348493,Jack,Bailey,857106001,648912554
31509016,Kayla,Evans,626212834,336725837
246540528,Brittany,Richardson,496911814,470522352
14727242,Matthew,Davis,665656580,173782224
222989575,Samuel,Mitchell,828563973,878137777
339326025,Adam,Carter,103760842,850229183
336607062,Taylor,Gonzales,937101373,624049927
94997796,Eric,Washington,54299473,220364623
363676249,Aiden,Jenkins,794181148,280399755
20786963,Joseph,Jones,954825398,854446974
267600887,Sara,Hayes,890711897,540488557
399973500,Amelia,Martin,514543384,825123069
271672396,Henry,Hernandez,884745253,734074282
362233358,Timothy,Jones,52793725,489570810
309341882,Olivia,Wright,863301161,947870784
45794965,Mary,Russell,520588425,539377870
386125950,Kelsey,Young,269238185,156565985
268497108,Sean,Johnson,481002437,222592980
146959696,Maria,Flores,475907679,676093460
422851026,Austin,Edwards,786596949,562112170
316534835,Kevin,Ramirez,218614136,319705143
245856088,Brittany,Flores,614474332,359999097
345741006,Jennifer,Moore,829715598,208481462
243665275,John,Martinez,783957756,388122394
110769145,Hannah,Howard,568654897,113985104
118684018,Natalie,Bell,853415627,132965437
358237472,Heather,Alexander,154594016,569586187
159166119,Chelsea,Roberts,658379574,382466799
191568849,Alexandra,Bailey,732969824,188058586
337543628,Brianna,Baker,100798636,222605604
115073299,Christina,Allen,518969028,479125718
210517559,Heather,Nelson,741482232,955252807
193532657,Eric,Perez,853257470,982654965
347392293,Kaitlyn,Green,653903423,557416737
9567871,Michelle,Parker,543568918,210457947
48856897,Julian,King,217051518,875953683
73401756,Heather,Powell,640868861,721398573
86448261,Joshua,Clark,174900510,431716952
51868791,Brittany,Bailey,286258756,550738365
209524306,Dylan,Rodriguez,297951381,843026943
356974207,Amelia,Ross,335352817,395167836
398851659,Kelsey,Sanchez,406069315,656851165
192747655,Dylan,Rivera,633675262,272243384
347244335,Maria,Bailey,686142922,431571742
56835616,Evelyn,Walker,355656681,195251217
59140180,Audrey,Rogers,117659524,822678925
332216762,Stephanie,Taylor,497313373,374917737
138866089,Katherine,Turner,190293798,512971616
336778149,Gabriel,Parker,945293930,940656169
63803418,Jack,Moore,850014632,898307575
316510562,Layla,Hernandez,68368769,484049094
60500587,Samuel,Robinson,518042927,376790015
40340777,Daniel,Alexander,890521613,169462154
318254681,Stephen,Hall,920460120,899410447
339831946,Charlotte,Howard,996646676,247827293
26559573,Amanda,Miller,716796894,166590004
52665348,Mateo,Ramirez,110934368,521363784
31413444,Dylan,Lee,405642017,171120895
295142438,John,Perez,687575336,227446125
64941075,Nicholas,Hughes,179895291,461985560
33413563,Audrey,Collins,979237250,121948705
76255730,Abigail,Torres,70973434,468253388
184012613,Charlotte,Stewart,14037421,234443993
352972946,Erin,Bennett,233204519,932880076
152026449,Eric,Evans,518660412,238808224
170068647,Maria,Jackson,820408772,109653182
3961090,Anna,Simmons,579275511,609783168
323532740,Richard,Jenkins,425551795,559996625
239455541,Isaac,Cook,358780517,667021350
345012588,Erin,Washington,217173063,947604462
152946889,Aubrey,Rogers,89693708,601028472
254901501,Brianna,Morgan,388203995,760993902
38797263,Aubrey,Nelson,693915048,101422937
138312353,Robert,Young,250370687,128000414
197354481,Jonathan,Williams,347664791,281509171
118553865,Nicole,Henderson,912491253,828157347
184652837,Kevin,Reed,748971417,834335707
126476606,Rebecca,Cook,173753252,968522498
31391907,Jennifer,Bennett,632313488,546197829
238480597,Sebastian,Howard,198349038,574764187
174361028,Courtney,Jackson,246124110,425389059
238927174,Christopher,Roberts,772489872,509041385
397011053,Danielle,Parker,813677595,135953305
415000270,Stephen,Walker,838424913,788428105
161479435,Melissa,Collins,465463901,583709507
154628861,Nicole,Thompson,420332964,825928829
236410857,Mary,Perry,104088337,567594649
58095797,Olivia,Long,526767646,536909883
379414199,Katherine,Parker,959007764,543816474
216279947,Kayla,Russell,256428461,971862992
251298701,Robert,Young,503503002,107132799
387814277,Steven,Green,563262741,166427659
320219229,Charles,Foster,802540999,430329938
62202798,Adam,Hill,787631882,995960664
406391326,Anna,Miller,256042638,923377776
118374673,Alyssa,Torres,996965528,696289202
273117740,Nicholas,Carter,395617084,417334373
8114022,Henry,Young,758329405,613747695
219070051,Samuel,Walker,691818505,335388047
390343053,Benjamin,Scott,552077256,398739726
314690901,Jonathan,Brown,145218527,793180905
23013615,Mateo,Lewis,695799701,728005236
321164031,Emma,Peterson,344931188,342132996
353978333,Evelyn,Bell,483878728,640238464
341755109,Robert,Reed,113084888,581728408
175236047,Robert,Ward,469006458,400066713
155691610,Taylor,Diaz,811130520,778386626
386642244,Alexis,Mitchell,331338114,325242832
212363253,Emma,Bailey,187071237,736328993
192071266,Austin,Collins,868055819,263079555
83246785,Hannah,Evans,262518724,672476385
166431501,Amelia,Cox,345763426,659767244
429075549,Ethan,Garcia,769476895,277825764
110902891,Jack,Sanders,801980724,558794935
339351996,Laura,Ramirez,179267905,508604974
355955313,John,Phillips,429264584,389741886
15740331,Lauren,Nelson,989864701,388960919
198746613,Brian,Watson,813517355,247142586
425052702,Heather,Parker,980912371,896030130
382587575,Kyle,Torres,122322437,686896772
63475193,Nicholas,Bennett,980623893,153251982
316123156,Zachary,James,439142193,567173422
364801686,Abigail,Smith,357348858,981778983
365190117,Grace,Richardson,198610836,155677571
395570526,Kelsey,Turner,143511188,885066907
284207970,William,Young,18487216,537296369
146389862,Emma,Powell,485245135,666370982
293934975,Stephanie,Price,452140955,850218846
94990994,Jeremy,Smith,31822406,183067401
258221582,Natalie,Evans,847531334,668432911
56918,Aaron,Jenkins,114582808,415836272
137314321,Emily,James,24790364,185265322
26724619,Audrey,Griffin,395104317,590393855
153026267,Brian,Foster,965211101,641019104
362776267,Sean,Morris,231800850,722017257
276721990,Steven,Perry,161807425,559731853
105719969,Rachel,Diaz,828783037,813033022
3067593,Natalie,Thompson,17588584,629944027
368737193,Oliver,Lopez,924238013,762694749
129436103,Joshua,Green,694193596,640649128
362806231,Timothy,Washington,293710667,750727789
157193363,John,Griffin,346955588,894661232
315919676,Thomas,Reed,865887582,101635492
247164583,Eric,Parker,446304582,559849779
365537539,Anna,Alexander,51474867,960081647
376699981,Jennifer,Foster,191664972,201793201
230944420,Sebastian,Martinez,21798103,679792733
182464792,James,Adams,705758030,738310921
117436247,Melissa,Hughes,293604510,158610411
347471454,Nicole,Coleman,499865026,333520574
29889395,Olivia,Richardson,807890239,933425584
320513284,Andrew,Rogers,439765303,520098170
308927917,Andrew,Coleman,163314244,773710679
81579453,Haley,Perry,478990560,341271400
251596282,Kyle,Rivera,612308339,376729497
262942154,Alexis,Thomas,833246410,397230592
206889423,James,Watson,529417646,134868312
362667988,Ethan,Price,531125212,593709831
59032636,Victoria,Cook,266633632,869357309
16392986,Jonathan,Jones,139227254,786461872
102471945,Chelsea,Lopez,444762058,438947719
369014794,Mark,Taylor,908166094,616696529
407041708,Alexander,Edwards,404145062,816459770
242784209,Jeremy,Miller,844585404,290322716
221122532,Grace,Hayes,427736009,786281088
235726014,Taylor,Simmons,225548067,459296876
128774096,Brittany,Perez,510586307,109186387
331986780,Elizabeth,Taylor,680940378,975910067
358376786,Olivia,Parker,308128559,145592530
369803921,Alexis,Sanders,488297828,850421985
286133830,Nathan,Richardson,767491405,768675317
175012328,Lauren,Diaz,269912089,580468602
350851745,Daniel,Thomas,983866240,623910055
37763119,Ethan,Miller,406266300,610878723
318649744,Lillian,Scott,754069865,989463716
142654425,Danielle,Wilson,974162561,890676217
153771748,Samuel,Lewis,236451439,438244168
81026776,Matthew,Morgan,257897622,260473627
180721395,Dylan,Torres,17016158,191587468
308982983,Jeremy,Ward,203492230,848717678
99687700,Aiden,Phillips,839867505,172145204
371872909,Timothy,Watson,266271148,374569645
373497357,Erin,Kelly,956046292,961070637
53689804,Brittany,White,599462214,537511264
117428629,Sara,Flores,641433276,814958924
211695277,Sophia,Clark,318714227,965333703
133173874,Daniel,Perez,634099528,299169928
312345089,Aaron,Robinson,80021236,752507386
186486735,Theodore,Lewis,32261237,763984791
278906423,Emily,Henderson,298686436,464837098
148247049,Kayla,Lewis,246316375,560938793
304935498,Steven,Howard,271873585,444400624
263211546,Isaac,Stewart,704439374,834820157
274348366,Charlotte,Stewart,80234988,279155964
188865681,Sara,Lee,511875191,450505585
50039016,Ashley,Jones,201168710,671704376
124620391,Mary,Coleman,31723964,153170406
391682564,Joshua,Phillips,237732924,719557934
428082148,Olivia,Hall,167935735,425858424
208035578,Melissa,Bailey,775474858,274175336
230980305,Anna,Edwards,973471356,599120519
50226526,Richard,Henderson,528557208,606099421
310429227,Aaron,Miller,99651774,947393541
52931070,Michael,Garcia,555718863,748748927
136172648,Katherine,Diaz,997067458,375164727
413511954,Victoria,Baker,32373109,512424652
393945022,Sebastian,Garcia,630639736,945565331
133340964,Brianna,Young,998855683,994438860
6068967,Grace,Taylor,238388318,984409342
19994145,Kayla,Barnes,221711194,689769772
339492172,Jack,Simmons,550209044,515272598
169658612,Tyler,Barnes,321023086,476872501
183206138,Heather,Flores,887185916,146159891
103724703,Sebastian,Evans,800436584,266083930
264566690,Sebastian,Ramirez,511182789,761108485
392155686,Dylan,Long,572627953,537117491
409460437,Henry,Perry,160731997,981923569
385454525,Jennifer,Brooks,352536866,517402390
155194536,Dylan,Clark,304158350,466611664
217580512,Jason,Torres,437290967,460153513
37916732,Timothy,Howard,97428794,420968023
268020822,Eric,Jenkins,225240769,578238230
310207613,Evelyn,Kelly,822683975,399746163
245539362,Amanda,Collins,168368285,867518228
335246995,Maria,Murphy,841364133,908450454
280755984,Alyssa,Collins,49910007,650381881
5563717,William,Mitchell,707446209,520450339
208552438,Anna,Williams,149016356,407382395
387326029,Brian,Powell,671081795,166921855
73668484,Jack,Cooper,675501155,306515933
356375153,Matthew,Sanders,242055414,658076098
418511762,Ryan,Powell,670867920,490395167
285483165,Julian,Clark,400963521,573086617
72701563,Robert,Cox,543953576,607002105
57610775,Nicole,Rivera,509556954,825712148
338971741,Ethan,Gray,418365513,472526879
133708995,Evelyn,Sanchez,740035903,577820925
301369362,Brian,Scott,238431517,634947770
382291203,Rebecca,Lewis,417771373,143460167
252118035,Jasmine,Barnes,602627316,255335395
267482596,Henry,Davis,437034230,476740237
