trans_id,amount,date,trans_type,account_num
209481066,140,2021-6-19,deposit,479156030
346557473,-153.99,2016-6-16,withdrawal,741005776
252041911,-42.99,2011-8-28,withdrawal,589646916
126134924,-113.95,2019-2-25,withdrawal,784592150
152160282,-113.95,2010-9-7,withdrawal,356068040
353978333,-82.99,2011-2-4,withdrawal,877293691
355941592,-182.99,2018-12-23,withdrawal,814378036
35788379,-93,2017-7-9,withdrawal,834346617
409933388,47.99,2021-1-6,deposit,922161746
133002688,131,2011-12-7,deposit,267750495
276383726,42,2018-2-18,deposit,761464221
207176429,-41.95,2019-7-5,withdrawal,336510685
46730515,123.99,2010-8-14,deposit,696788896
67534416,188,2015-7-24,deposit,986893989
12867779,-193,2010-1-8,withdrawal,656493179
227724158,102.95,2010-1-2,deposit,582156308
236116881,-66.95,2022-6-30,withdrawal,309286066
17435014,-134,2010-10-13,withdrawal,723393723
195171136,96,2018-7-5,deposit,791767742
428102697,-90.95,2021-6-27,withdrawal,432114302
57610775,-167,2013-7-27,withdrawal,436937893
288712564,-16.99,2020-3-24,withdrawal,804679608
418332594,70.95,2020-2-1,deposit,827000652
405590047,30,2022-11-8,deposit,708831514
88859352,146,2012-7-18,deposit,211984894
170831258,67,2020-3-11,deposit,869731678
346994498,-68,2016-3-18,withdrawal,188903602
112353620,198.95,2022-8-2,deposit,541943286
86548122,24,2022-8-10,deposit,783762132
61418112,170.99,2016-4-26,deposit,541242269
96628191,171.99,2012-12-1,deposit,836842789
132158765,-30.99,2017-9-6,withdrawal,760222439
403668330,-92.95,2017-8-4,withdrawal,961093388
206323371,-168.95,2012-1-4,withdrawal,361734021
262603724,-111.95,2020-1-5,withdrawal,470289489
203873585,114.99,2017-1-2,deposit,812194419
310984031,-56,2010-1-31,withdrawal,603347680
366434609,99.95,2015-10-25,deposit,407471970
412034787,137.95,2019-6-2,deposit,388820844
137180764,-13,2014-10-29,withdrawal,875730766
566037,150,2013-10-1,deposit,807343354
291761569,-46.95,2017-6-16,withdrawal,971654167
104124836,182.99,2022-9-14,deposit,332179489
118151701,88.99,2022-4-1,deposit,695429579
253220837,-175,2022-10-29,withdrawal,186231915
273228307,113.95,2015-4-20,deposit,288880265
22349825,150.95,2020-10-10,deposit,137867604
418663158,-104,2019-11-22,withdrawal,750149771
2407266,-72.95,2015-11-21,withdrawal,521245983
222528483,74.95,2014-4-19,deposit,461888217
302941269,-169.99,2020-1-10,withdrawal,108648426
21481441,-116,2013-8-22,withdrawal,873357922
120311518,-59.95,2014-4-29,withdrawal,459642451
401991612,-48.99,2012-4-16,withdrawal,622651435
233825669,-155.99,2020-11-10,withdrawal,347979620
267600887,140.99,2019-5-16,deposit,780407180
260306568,154.95,2021-3-7,deposit,800157069
112374246,-23.95,2011-1-4,withdrawal,680944373
26326284,99,2014-5-23,deposit,459068692
134314640,91.99,2010-8-27,deposit,596508291
239016651,177.95,2014-10-20,deposit,459854720
77634655,55.99,2014-5-25,deposit,944664673
224362052,-29,2019-3-31,withdrawal,424053976
4640670,-96.99,2021-10-27,withdrawal,458591356
18558812,37,2012-7-24,deposit,705210665
111406564,-74,2021-3-4,withdrawal,669533881
5946308,-62.95,2012-5-2,withdrawal,336309968
314412278,-144,2012-9-23,withdrawal,129444843
313295156,-93,2012-8-6,withdrawal,827759102
325507462,-21,2017-5-8,withdrawal,680270737
70956781,68.95,2014-12-30,deposit,998023195
261382554,-57.95,2021-6-27,withdrawal,776682803
349141216,-52,2020-10-7,withdrawal,357387770
236850764,-194,2023-3-26,withdrawal,990606302
178186718,-136,2018-5-15,withdrawal,202904386
118974008,-25,2010-5-1,withdrawal,486851103
289363578,90.95,2017-2-22,deposit,386555810
76337533,95.99,2014-1-2,deposit,183235567
118534848,-142,2013-1-24,withdrawal,873727161
225527197,-79,2019-10-11,withdrawal,816192729
143448285,-142.95,2019-2-10,withdrawal,703911466
205844225,-66.99,2011-3-5,withdrawal,748092423
115327578,-79.99,2012-9-17,withdrawal,883541455
110824688,-64,2020-12-2,withdrawal,132149292
43677354,-154.95,2013-1-20,withdrawal,255699689
61180974,156.99,2011-9-8,deposit,927237107
126042727,-71.95,2022-5-8,withdrawal,852196758
392672062,-35.99,2017-10-24,withdrawal,714026323
302083793,177.99,2012-12-24,deposit,258162115
121138938,-149.99,2018-1-20,withdrawal,553873398
48217972,-75.95,2021-10-30,withdrawal,603720680
73032462,72.99,2014-1-3,deposit,368008088
241050751,-117.95,2013-12-12,withdrawal,586625258
352002465,-192.95,2015-6-21,withdrawal,660134415
2687127,-67.95,2015-6-21,withdrawal,882339368
18756813,-47.99,2021-4-5,withdrawal,562818450
424903925,10.95,2013-9-19,deposit,954716845
295216539,-144.99,2011-5-7,withdrawal,422333581
318203895,-166,2019-7-1,withdrawal,487565305
288489044,30.95,2012-6-5,deposit,189086629
399160029,-56,2011-3-15,withdrawal,183034137
186818003,11,2018-1-27,deposit,520191428
298856786,139.99,2022-6-26,deposit,811313393
159326402,-163.95,2013-7-8,withdrawal,998479996
251339724,-38,2017-12-3,withdrawal,661109616
85582325,99,2015-11-20,deposit,132286043
249605392,108.95,2010-4-17,deposit,103514437
218974425,-164.99,2022-2-28,withdrawal,268168598
110442054,-86.95,2019-4-21,withdrawal,569594589
344185539,-171.95,2011-5-3,withdrawal,336510685
338956611,-89.99,2022-4-10,withdrawal,168123333
170724323,35,2012-7-20,deposit,983502759
55004797,-105,2012-8-28,withdrawal,999189035
212008611,109.99,2012-1-22,deposit,802000810
34982302,-143,2015-6-22,withdrawal,316057802
262264166,-23.95,2016-10-27,withdrawal,947642325
362233358,13.95,2017-4-2,deposit,253220691
410461922,130.95,2011-5-17,deposit,288880265
53053384,-189.99,2014-2-5,withdrawal,235699867
359966486,-40,2020-11-19,withdrawal,918914323
10882960,-191.99,2012-10-12,withdrawal,717882655
340268192,-190.95,2022-1-3,withdrawal,513882378
273571546,-175.99,2018-8-12,withdrawal,962946928
417894879,98.99,2020-6-2,deposit,930927590
102179351,17.95,2010-3-23,deposit,235658667
192245079,128.95,2016-9-4,deposit,553873398
240414444,100.95,2014-10-6,deposit,211984894
113648884,38,2014-11-10,deposit,868751569
317228234,75.99,2021-4-17,deposit,801608686
111245206,63,2020-7-18,deposit,832937241
10795285,-100.95,2021-8-28,withdrawal,825972566
298476445,10.95,2022-12-24,deposit,655544896
352504276,-92.99,2012-1-16,withdrawal,582187307
61393355,-63.99,2012-2-1,withdrawal,617896147
351452927,83.95,2012-7-25,deposit,741199357
290229862,20,2012-9-1,deposit,654167002
217117231,-55,2013-10-31,withdrawal,366952879
48310807,-172,2019-8-23,withdrawal,704214161
224100236,-151.95,2015-10-31,withdrawal,582440959
275260184,39.99,2020-4-30,deposit,873357922
164365741,-132.99,2016-7-14,withdrawal,608149659
249983959,-27.95,2021-3-2,withdrawal,734580525
339681276,183,2014-11-19,deposit,406198798
7710316,-82,2015-3-6,withdrawal,633947620
285578839,-190,2011-3-13,withdrawal,496002336
390187976,77.95,2015-2-15,deposit,898018850
376524921,-179,2022-3-26,withdrawal,237802100
61454353,186,2020-2-5,deposit,118057680
307200205,-198.99,2022-4-17,withdrawal,746474848
48910734,198,2012-2-23,deposit,907197479
372196525,53.99,2011-1-29,deposit,885140508
29579467,-103,2023-1-5,withdrawal,904164602
299752542,-112.95,2010-1-19,withdrawal,698194532
218696085,150,2022-8-28,deposit,936148367
150519420,36.95,2022-9-21,deposit,528779555
135785591,167,2011-10-7,deposit,548749871
188988213,45.95,2011-1-25,deposit,768618986
367242084,117.95,2014-9-7,deposit,357620876
256829685,-172,2012-1-19,withdrawal,607326815
81579453,178.95,2012-9-7,deposit,264865749
270320294,137.95,2017-7-23,deposit,561776470
136335274,189.95,2013-4-3,deposit,853808909
26559573,-41.95,2016-10-21,withdrawal,370826699
119554867,-109.95,2020-1-13,withdrawal,110165103
26714212,181.99,2020-7-3,deposit,327710072
357411226,21.95,2013-6-8,deposit,114120075
260141112,-62.95,2020-2-10,withdrawal,704806797
391844615,-70,2014-6-12,withdrawal,752876095
98653763,20.95,2012-6-27,deposit,194267575
290447738,141.95,2014-6-13,deposit,798616740
130956753,-21,2016-3-18,withdrawal,237732570
78891794,117.99,2022-3-5,deposit,561456770
935059,-174.99,2016-12-29,withdrawal,963364884
293934975,135.95,2021-6-5,deposit,724551469
174794517,157.99,2013-8-10,deposit,135048831
380115204,-146.99,2020-5-26,withdrawal,987074282
35209497,75.95,2016-8-17,deposit,643684626
395904898,-178.95,2020-1-27,withdrawal,305317805
88734741,166.95,2011-6-8,deposit,894544860
403293038,34.99,2015-10-3,deposit,215090200
133670127,-126.95,2018-10-29,withdrawal,391407249
166622857,189.95,2015-3-19,deposit,906323343
272235972,166.95,2010-3-7,deposit,649893271
48787531,-102.95,2011-10-3,withdrawal,875730766
301555643,192,2018-5-27,deposit,421793544
126664998,29,2010-6-29,deposit,484417612
47126505,-13.99,2014-9-21,withdrawal,225024927
340145462,-66,2012-12-19,withdrawal,147091403
31591359,156.99,2018-12-15,deposit,877293691
425019365,186.99,2012-10-5,deposit,901122239
34239571,-199.95,2017-3-31,withdrawal,101179168
349015810,178.95,2021-3-13,deposit,517011578
124060982,34,2014-11-10,deposit,608149659
50882480,150,2015-3-8,deposit,191150276
210288018,141,2011-1-11,deposit,838412768
119192436,71,2018-11-26,deposit,723115964
128698643,-172,2017-6-27,withdrawal,656493179
206020912,-86.99,2018-11-12,withdrawal,474599111
222528605,-110.95,2021-7-2,withdrawal,391627599
334108954,-74.95,2018-12-5,withdrawal,950117985
115283833,-34.99,2016-2-23,withdrawal,186231915
10659149,-148.95,2015-7-7,withdrawal,990178412
165935572,-84,2019-4-23,withdrawal,794991422
17352085,12.99,2020-11-8,deposit,593928875
28359151,-44,2015-3-28,withdrawal,377397857
250943963,146.99,2021-10-25,deposit,336444682
275047434,-182.99,2019-4-25,withdrawal,235048437
6643065,186.95,2016-5-26,deposit,710702068
188663418,20,2020-9-8,deposit,253220691
306632908,112,2017-3-23,deposit,823324665
47025478,-25.95,2010-2-16,withdrawal,363928922
404513460,-44.95,2015-9-3,withdrawal,624273471
174398086,36.99,2015-8-4,deposit,439837709
88633800,-173,2021-12-31,withdrawal,651198111
408646790,-120.99,2020-6-11,withdrawal,242144040
88880537,73.95,2017-7-5,deposit,350564765
80199218,-94.99,2014-12-6,withdrawal,366952879
211187382,-154.95,2018-7-30,withdrawal,806284209
143319967,-154,2017-7-12,withdrawal,315049822
403923538,45.99,2016-10-17,deposit,873727161
123938201,189,2020-8-19,deposit,292602121
160256465,-149,2019-8-13,withdrawal,188635634
355179211,-44.95,2022-8-10,withdrawal,929508523
412508522,170.95,2012-2-20,deposit,680270737
290713803,-145.99,2016-11-3,withdrawal,368933224
377741252,104,2012-5-25,deposit,700478133
412561571,82.99,2018-8-9,deposit,950011382
82958663,109,2017-7-30,deposit,411673015
80151279,-166,2015-2-15,withdrawal,523277866
97659849,158,2018-5-12,deposit,979597352
398074205,106.99,2012-7-29,deposit,871219900
426173728,-45.95,2012-10-15,withdrawal,884729662
371913260,-110.99,2020-9-12,withdrawal,921115928
361248272,112.99,2010-2-4,deposit,400151818
40524012,-191,2018-4-30,withdrawal,226226246
120726609,-74.99,2017-9-16,withdrawal,194159886
104143496,-10.99,2014-10-5,withdrawal,734527806
42114849,131.95,2016-1-18,deposit,671176218
32390650,103.95,2012-7-7,deposit,810591259
55835812,-110,2022-10-22,withdrawal,200324321
354733186,-134.95,2011-9-12,withdrawal,636537438
210911203,19,2017-5-24,deposit,858056542
98386080,36.99,2020-7-9,deposit,493646551
96559611,185.99,2022-7-4,deposit,517163127
976742,-142,2011-12-15,withdrawal,107100745
291306300,-176.95,2012-6-12,withdrawal,163242937
397522357,194.99,2022-11-4,deposit,795559829
305776228,-106.99,2014-7-6,withdrawal,924528683
43190289,-114.95,2022-1-28,withdrawal,380132982
226566252,168,2014-6-4,deposit,415163186
156602170,19.99,2016-12-18,deposit,803732051
324093125,-69,2012-1-23,withdrawal,638769838
6224083,-70.95,2023-4-15,withdrawal,229330274
360008308,-163.95,2022-5-23,withdrawal,648898094
311309248,-138,2013-12-11,withdrawal,468165882
12389474,155.99,2015-9-12,deposit,140129774
408096564,117.95,2017-2-1,deposit,573597142
135635932,150.99,2014-12-8,deposit,591597331
408987322,82.99,2020-6-2,deposit,958837531
169044192,198.99,2020-5-28,deposit,869098574
157120577,-77.99,2018-1-2,withdrawal,811987490
128401953,144.95,2019-5-29,deposit,626252993
196452425,157.95,2016-3-5,deposit,303055792
117826076,173.95,2023-3-30,deposit,122188632
50723812,-139.99,2012-10-22,withdrawal,500123994
271610145,-88.99,2017-10-3,withdrawal,358447649
290937528,-85.95,2015-9-8,withdrawal,853667376
371171806,-75.99,2012-5-5,withdrawal,700478133
4046782,90.99,2016-6-16,deposit,938084466
71481840,116,2023-1-15,deposit,954716845
254485451,-90,2016-2-20,withdrawal,116993260
275044995,-42,2014-10-10,withdrawal,650201567
345917428,126.95,2015-5-20,deposit,318960569
154880265,-33,2019-10-15,withdrawal,809585628
425154279,128.99,2018-12-7,deposit,517472400
260562672,-123.95,2022-6-23,withdrawal,645853325
184501118,-52,2023-1-31,withdrawal,423188289
3067593,117.95,2012-4-13,deposit,565592786
371737355,90,2011-2-7,deposit,308246578
100894840,-44.95,2010-10-10,withdrawal,319910538
27330923,-96.99,2019-3-28,withdrawal,419395577
344223470,-182.99,2021-12-12,withdrawal,347979620
223990796,-137.99,2021-6-15,withdrawal,235699867
23604423,-113,2013-3-4,withdrawal,729317722
346543077,38.95,2015-9-10,deposit,381920983
227279883,157,2012-11-16,deposit,713078804
312409666,117,2018-1-9,deposit,387140701
329961838,-195.95,2019-11-4,withdrawal,558013533
142829870,-50,2022-3-15,withdrawal,501562000
306587666,164.95,2013-5-29,deposit,406778021
375758520,46,2019-7-3,deposit,823446279
369918361,-110,2018-8-22,withdrawal,135048831
323037501,-60.95,2012-1-5,withdrawal,394845985
243933736,178,2011-1-25,deposit,411968848
332002837,138.95,2015-5-7,deposit,503568477
135525601,57.99,2010-10-31,deposit,451527623
429416416,-60.95,2020-10-18,withdrawal,193277660
378133566,-106.99,2013-2-8,withdrawal,660274688
4257273,-69.95,2021-2-13,withdrawal,203941076
84920139,61.99,2016-10-14,deposit,373550124
302134504,74.95,2017-12-18,deposit,908981193
261912490,33.95,2020-1-28,deposit,540548749
422826359,-196.99,2012-12-20,withdrawal,839955302
248076404,-39.99,2011-8-18,withdrawal,308807742
266712960,103.95,2016-1-7,deposit,832923604
230020465,-176.95,2011-5-21,withdrawal,207482576
326518391,89.99,2012-9-28,deposit,349955054
273533492,74,2013-5-12,deposit,410927987
359547483,159,2011-6-3,deposit,668065164
157317620,109,2018-11-1,deposit,581063268
128087446,57.95,2018-1-21,deposit,825775927
394688371,-109.99,2019-9-20,withdrawal,471681376
358253311,-182.95,2012-8-7,withdrawal,308246578
282694226,64,2011-11-14,deposit,348685348
234522286,-171.95,2012-7-6,withdrawal,469601643
182009645,-160.95,2016-2-15,withdrawal,893144959
344981971,123,2014-12-10,deposit,183525236
224640519,-59.95,2010-6-15,withdrawal,130300607
149962686,-84,2011-3-22,withdrawal,702312117
327497708,59.99,2020-1-31,deposit,241041978
36741176,-57.99,2018-11-25,withdrawal,985733146
179564521,-175.95,2022-4-28,withdrawal,801708591
420103458,165.99,2022-8-30,deposit,567019440
305147573,188.99,2017-3-30,deposit,156905306
273570366,-197,2014-6-8,withdrawal,505354467
302595509,-123.99,2020-11-3,withdrawal,624151609
158648814,-129,2014-12-16,withdrawal,839955302
237553084,-161,2012-2-27,withdrawal,219163106
144782297,-155.99,2019-10-2,withdrawal,809585628
296878977,-104.99,2020-2-11,withdrawal,286532656
192054786,153,2020-8-30,deposit,303055792
263262140,-120.99,2021-6-11,withdrawal,874179141
417731197,-138,2017-10-2,withdrawal,185840627
333520221,-187.99,2023-3-4,withdrawal,391627599
236002738,15.99,2013-10-8,deposit,884118006
415143841,-173.95,2013-12-14,withdrawal,380132982
251099652,-151.99,2015-7-12,withdrawal,760289265
312696727,39.95,2015-1-31,deposit,966783631
213016749,-87.99,2016-4-7,withdrawal,233215252
285346229,24.99,2017-5-21,deposit,159096271
97042229,-117.95,2011-8-22,withdrawal,669658801
412162037,-32,2020-9-23,withdrawal,388031046
29350159,132.99,2018-9-24,deposit,856986487
283367903,194.95,2022-10-1,deposit,818272916
231061179,51.99,2022-1-13,deposit,798986520
48476917,-166.95,2015-3-29,withdrawal,785670407
193917683,-161.99,2018-7-15,withdrawal,704944994
390100892,189.95,2013-3-7,deposit,387654389
64631031,-175,2011-11-7,withdrawal,854133169
32535150,-100.95,2010-2-19,withdrawal,808325479
197274390,-144.95,2020-12-20,withdrawal,859701754
165708149,-103,2010-10-4,withdrawal,766026074
376140177,-86.95,2011-6-9,withdrawal,603347680
33562880,125.95,2013-7-30,deposit,386555810
374011677,63,2011-9-30,deposit,802000810
154039471,-49.95,2013-2-22,withdrawal,343574753
338256962,-198.95,2011-7-13,withdrawal,660134415
417472662,-139.95,2016-3-19,withdrawal,251276932
60335408,-88.99,2019-3-27,withdrawal,169537217
52166456,-195,2021-3-25,withdrawal,422333581
165940942,108,2011-10-18,deposit,318228267
239847962,84,2020-4-24,deposit,461888217
13805738,25.99,2019-9-19,deposit,438198065
403970923,-196,2011-3-14,withdrawal,808424320
295923871,104,2014-1-17,deposit,116993260
46362312,189.95,2019-2-18,deposit,229742300
44122150,-123.99,2013-7-20,withdrawal,571470076
375515816,-132.95,2012-11-24,withdrawal,981827858
134363276,-16,2019-11-17,withdrawal,638769838
142538606,-17,2021-3-9,withdrawal,702153669
57115779,-124.99,2023-3-24,withdrawal,735642034
403931188,-134.95,2013-4-9,withdrawal,377397857
288235777,165.99,2016-7-3,deposit,860402178
383531029,176.99,2010-2-23,deposit,144570782
28973072,-84.95,2013-2-28,withdrawal,348316755
201693462,71.95,2013-12-17,deposit,863104527
269281272,-175.95,2010-3-29,withdrawal,327024442
402613577,-138.99,2019-4-3,withdrawal,855149006
106248058,134.95,2012-6-20,deposit,137867604
377651834,-68,2014-2-12,withdrawal,573935058
48923128,58.95,2018-6-29,deposit,407587426
61497154,24.99,2017-6-3,deposit,202943761
59664074,121,2021-2-28,deposit,743936361
101163691,28.99,2019-8-4,deposit,719898624
143426458,55.95,2023-2-3,deposit,914224299
25250662,56.95,2012-1-12,deposit,191963631
197224297,-189,2010-8-23,withdrawal,923970205
93868240,-154,2021-11-13,withdrawal,997826306
270693945,-54.99,2011-11-21,withdrawal,505354467
23401149,89.95,2017-11-13,deposit,280281056
128845475,66.99,2022-11-14,deposit,914676675
377384421,145,2014-12-1,deposit,636832538
131303628,156.95,2022-12-18,deposit,337255172
187315834,77,2017-6-2,deposit,658532014
31728773,151.95,2022-11-13,deposit,899111996
392027736,159,2016-1-7,deposit,558331177
243665275,-85.99,2016-3-23,withdrawal,792117829
416311105,-151,2022-11-3,withdrawal,485295585
366390427,-118.95,2014-5-31,withdrawal,696788896
424046735,-13.99,2010-11-22,withdrawal,163242937
420305644,155,2013-9-14,deposit,791767742
201575580,-196.99,2012-9-2,withdrawal,742814810
66895285,-151.99,2018-5-3,withdrawal,145062434
235878191,-94.99,2011-2-26,withdrawal,316204020
37536600,-58.99,2015-2-10,withdrawal,342798968
192165471,-153.99,2014-3-12,withdrawal,826034756
141884064,-31.95,2011-6-8,withdrawal,501818898
404972300,126.95,2020-2-28,deposit,924528683
30741610,-162,2011-11-24,withdrawal,422509958
89480461,147.95,2016-12-3,deposit,224313796
28013381,129.95,2021-8-22,deposit,403420360
283069881,155.99,2012-1-19,deposit,383525833
284804961,158.95,2013-7-23,deposit,646592192
22641939,50.95,2022-2-19,deposit,880620297
299150263,-146.99,2016-9-9,withdrawal,461815913
400640322,-158,2020-3-15,withdrawal,248867132
367945207,141,2011-9-3,deposit,593928875
360061895,157,2011-9-14,deposit,469601643
130749238,-54.99,2010-4-24,withdrawal,333655123
58095797,112,2015-10-24,deposit,270619588
259554987,132.99,2020-1-20,deposit,608149659
148272376,-56.95,2012-5-2,withdrawal,921527039
337591769,-14.95,2011-4-6,withdrawal,226226246
366016250,-184.95,2022-8-11,withdrawal,293753436
339139843,25,2013-11-4,deposit,263632775
99634243,-70.99,2013-7-15,withdrawal,643050447
303160205,-81.95,2015-6-18,withdrawal,496977975
330182366,-143.99,2017-10-20,withdrawal,478858445
324077299,-43.95,2017-9-27,withdrawal,718655465
425282731,-13.95,2011-6-18,withdrawal,927506759
198806625,-84,2013-4-29,withdrawal,166255638
52928767,-177.99,2023-1-5,withdrawal,628421032
77232475,-51.99,2012-9-13,withdrawal,775812694
394963522,129.99,2021-1-9,deposit,632392778
322760833,137.99,2015-4-15,deposit,988837895
353787224,-90.95,2011-2-5,withdrawal,751759060
66774118,-70.99,2010-9-20,withdrawal,886740407
266837085,-127,2018-12-3,withdrawal,565525190
183280182,-185,2011-4-6,withdrawal,704944994
355088088,-117.99,2013-12-8,withdrawal,997932784
25612326,-83,2014-5-25,withdrawal,883546654
196253381,124.95,2020-1-15,deposit,174354380
262365371,-35.99,2023-4-2,withdrawal,626845265
404162265,153.99,2018-4-14,deposit,296646209
29091380,177.95,2015-8-9,deposit,900670549
29177076,175,2017-7-6,deposit,877516552
290606096,51.99,2011-2-24,deposit,536777962
80959726,-22.95,2014-3-16,withdrawal,114120075
308942944,-36.99,2020-7-15,withdrawal,690532954
98891849,-126,2015-11-20,withdrawal,512723760
45783322,34.99,2010-9-3,deposit,954130902
33717769,31.95,2015-5-26,deposit,893144959
385950653,101.99,2016-8-22,deposit,808103558
149513897,-125.95,2017-3-7,withdrawal,404055491
61259307,-179.99,2021-12-6,withdrawal,839788731
138312353,35.95,2014-7-25,deposit,771684021
133279167,83.95,2021-10-18,deposit,580384518
179138218,157.99,2015-11-5,deposit,836842789
326296281,121.99,2017-3-20,deposit,470648062
363788011,-120.99,2012-6-26,withdrawal,295374369
177291979,-180,2011-4-11,withdrawal,314443999
207185637,181,2017-5-25,deposit,456902866
190266291,17,2018-7-20,deposit,421226824
101352110,83,2015-5-1,deposit,535580751
303090847,-83.95,2016-4-1,withdrawal,444125365
67990637,-158,2020-6-19,withdrawal,523277866
395656928,95,2010-1-28,deposit,454938940
78376465,93.99,2015-8-9,deposit,184673873
196989976,134.99,2022-1-19,deposit,665601099
371452345,-143.95,2022-6-27,withdrawal,251592720
302446917,-104,2015-6-14,withdrawal,360244827
22462778,172,2019-8-6,deposit,718397918
199470668,136.95,2019-1-24,deposit,782478878
219586817,119,2022-6-27,deposit,370826699
68476254,69.95,2021-5-5,deposit,485222457
64675471,-129.99,2012-9-6,withdrawal,626115011
1459337,-151.99,2016-8-27,withdrawal,387654389
95983980,84,2021-5-26,deposit,421226824
356846624,132.95,2022-7-8,deposit,401786339
328174234,-44.99,2013-5-9,withdrawal,858056542
25919351,123,2013-8-5,deposit,547766663
245700059,117,2018-5-5,deposit,873794762
61737190,-97.95,2016-11-27,withdrawal,444125365
23995837,59.95,2018-5-18,deposit,842730348
81708891,-136.95,2014-2-23,withdrawal,974456111
26020887,90,2012-2-6,deposit,626845265
331373015,-163,2016-8-13,withdrawal,893412056
187122639,-31,2021-12-22,withdrawal,565025188
33020070,-87.95,2018-2-19,withdrawal,219163106
292279700,-148,2013-9-2,withdrawal,603720680
141089366,-117.99,2010-5-1,withdrawal,660134415
146973819,-50.99,2020-1-4,withdrawal,279249520
113478778,-194.95,2016-11-10,withdrawal,650201567
16170455,-39.99,2016-7-26,withdrawal,491214446
75160310,-11.95,2013-1-22,withdrawal,905490734
384040595,-65.95,2019-11-30,withdrawal,634379671
194049761,18.95,2020-9-9,deposit,761464221
354348968,184.99,2015-3-22,deposit,322327177
110477958,151,2020-1-11,deposit,904164602
115977432,-77.95,2012-10-6,withdrawal,430417952
76067501,162.95,2010-6-25,deposit,204426028
345638512,-123,2018-6-5,withdrawal,272649612
288595171,-140,2014-6-29,withdrawal,914263046
349454818,13.95,2019-10-20,deposit,981031891
110583007,-151.99,2018-9-13,withdrawal,806668843
345710792,-177.95,2017-3-2,withdrawal,333595107
79717017,171.99,2020-10-3,deposit,609651308
289838197,-12,2021-7-15,withdrawal,295531696
74584113,194.99,2018-10-1,deposit,523632964
96143045,38.99,2022-2-26,deposit,908483576
382534360,-42.95,2020-1-21,withdrawal,441009155
152631959,-39.95,2012-6-30,withdrawal,509779658
190024801,87.99,2013-8-6,deposit,200324321
223009936,-147.99,2020-8-3,withdrawal,193740810
314747545,74.95,2012-1-23,deposit,853035792
409331733,-43.99,2022-12-2,withdrawal,850962879
355929345,-182,2010-4-23,withdrawal,700478133
130467205,-171.99,2020-3-15,withdrawal,914761459
127930437,-46.95,2011-12-17,withdrawal,868666593
327194524,27.99,2017-5-30,deposit,349090872
43927065,-15.95,2014-10-26,withdrawal,780531774
242840747,-180,2016-4-29,withdrawal,120706646
410000440,197.99,2022-5-6,deposit,851696665
353877464,-74,2020-1-26,withdrawal,421793544
305397244,166.99,2022-4-18,deposit,388757051
145960620,-175,2020-1-16,withdrawal,440659712
328001952,-174.95,2021-6-14,withdrawal,814378036
301403472,-80.99,2018-3-13,withdrawal,350564765
274801998,-128.99,2012-9-20,withdrawal,380558679
